dia_semana,festivo,hora_sin,hora_cos,semana_sin,semana_cos,linea_LÍNEA 1,linea_LÍNEA 2,linea_LÍNEA A,linea_LÍNEA B,linea_LÍNEA H,linea_LÍNEA J,linea_LÍNEA K,linea_LÍNEA L,linea_LÍNEA M,linea_LÍNEA O,linea_LÍNEA P,linea_LÍNEA T-A,lag_1,lag_1_missing,promedio_dia_anterior,misma_hora_semana_anterior
1.5407281887887097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.18343932265161894,0,-0.08568261380106804,-0.2995210747512583
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4178000745351788,1,-0.24076673139737967,-0.1799464312843513
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3711308339003574,0,-0.24076673139737967,0.24822433711628245
-1.5203885427320931,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.26511049376255647,0,-0.24076673139737967,0.41019917303701614
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2554722810227564,0,-0.24076673139737967,0.35295382926842034
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2608493891828554,0,-0.24076673139737967,0.09529894275044222
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.28519855820971873,0,-0.24076673139737967,0.03652841220293181
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2613566635375817,0,-0.24076673139737967,-0.021733722751607044
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.22655764280335616,0,-0.24076673139737967,0.011617028147326194
-1.5203885427320931,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2261518233195751,0,-0.24076673139737967,0.04974669762019194
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.23568858118842992,0,-0.24076673139737967,0.047103040536739915
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.20403466145350754,0,-0.24076673139737967,0.07608158933611789
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.189222250295499,0,-0.24076673139737967,0.10150136898469506
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.18962806977928004,0,-0.24076673139737967,0.26256109283808
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1651774458814714,0,-0.24076673139737967,0.3944389096548983
-1.5203885427320931,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15239413214236816,0,-0.24076673139737967,0.1973847778191281
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1161747432149089,0,-0.24076673139737967,-0.008413758215752612
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1686269114936104,0,-0.24076673139737967,-0.11649866128150271
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.19561390716505062,0,-0.24076673139737967,-0.18014978952153993
-1.5203885427320931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.22716637202902773,0,-0.24076673139737967,-0.2995210747512583
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4178000745351788,1,-0.2666338604226252,-0.24807144074253812
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.16730799817132197,0,-0.2666338604226252,-0.004244914353385957
-1.0102024208119593,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18961023781411687,0,-0.2666338604226252,0.1809127606068501
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4337106573084221,0,-0.2666338604226252,0.12387077507544296
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.32474812591320856,0,-0.2666338604226252,-0.04542495738408096
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08825682173979812,0,-0.2666338604226252,-0.06931955025374349
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03600756320298715,0,-0.2666338604226252,-0.09728130786717838
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0024438328852679184,0,-0.2666338604226252,-0.08731675424493614
